id,object_id,school,type_of_school,region,province,legislative,division,municipality,district,barangay,total_enrollees,total_instructors,color_code,gps_source,count,school_type,color_zone,annual_per_capita_poverty_threshold_2018,poverty_incidence_among_families,population_as_of_may_2020,unemployment_rate_per_region
304756,104,AGUSAN NHS,SCHOOL WITH NO ANNEXES,CARAGA,AGUSAN DEL NORTE,1ST,BUTUAN CITY,BUTUAN CITY,CENTRAL BUTUAN DISTRICT I,DIEGO SILANG,9037,96,RED,GPS UNIT - SMU (2011-12),1,1,COOL COLOR ZONE,23775.18874,18.9299189,760413,7.608915637
126975,105,BAGONG DAWIS ES,SCHOOL WITH NO ANNEXES,REGION X,LANAO DEL NORTE,1ST,LANAO DEL NORTE,BAROY,BAROY,BAGONG DAWIS,205,9,BLUE,GPS UNIT - SMU (2011-12),1,1,COOL COLOR ZONE,24449.64869,19.0266208,1086017,6.389119949
127002,106,BALILI CENTRAL ES,SCHOOL WITH NO ANNEXES,REGION X,LANAO DEL NORTE,2ND,LANAO DEL NORTE,KAPATAGAN,KAPATAGAN WEST,BALILI,626,13,YELLOW,GPS UNIT - SMU (2011-12),1,1,HOT COLOR ZONE,24449.64869,19.0266208,1086017,6.389119949
127003,107,BANSARVIL ES,SCHOOL WITH NO ANNEXES,REGION X,LANAO DEL NORTE,2ND,LANAO DEL NORTE,KAPATAGAN,KAPATAGAN WEST,BANSARVIL,308,8,BLUE,GPS UNIT - SMU (2011-12),1,1,COOL COLOR ZONE,24449.64869,19.0266208,1086017,6.389119949
136671,108,BARANGKA ES,SCHOOL WITH NO ANNEXES,NCR,NCR SECOND DISTRICT,1ST,MARIKINA CITY,CITY OF MARIKINA,MARIKINA CITY DISTRICT I,BARANGKA,1932,35,GOLD,GPS UNIT - SMU (2011-12),1,1,COOL COLOR ZONE,28682.27409,1.426552945,4771371,11.65728178
116358,109,CABASI-STA. ROSA ES,SCHOOL WITH NO ANNEXES,REGION VI,ILOILO,1ST,ILOILO,GUIMBAL,GUIMBAL,SANTA ROSALAGUNA,524,15,BLUE,GPS UNIT - SMU (2011-12),1,1,COOL COLOR ZONE,26112.95297,12.08279067,2509525,7.790686345
127004,110,CARUSA ES,SCHOOL WITH NO ANNEXES,REGION X,LANAO DEL NORTE,2ND,LANAO DEL NORTE,KAPATAGAN,KAPATAGAN WEST,PULANG YUTA,181,5,BLUE,GPS UNIT - SMU (2011-12),1,1,COOL COLOR ZONE,24449.64869,19.0266208,1086017,6.389119949
108217,111,DELA PAZ MAIN ES,SCHOOL WITH NO ANNEXES,REGION IVA,LAGUNA,1ST,LAGUNA,CITY OF BINAN,BINAN,DELA PAZ,2273,45,YELLOW,GPS UNIT - SMU (2011-12),1,1,COOL COLOR ZONE,23688.11197,2.701803037,3382193,11.60460909
108218,112,DELA PAZ WEST ES,SCHOOL WITH NO ANNEXES,REGION IVA,LAGUNA,1ST,LAGUNA,CITY OF BINAN,BINAN,DELA PAZ,1247,22,RED,GPS UNIT - SMU (2011-12),1,1,COOL COLOR ZONE,23688.11197,2.701803037,3382193,11.60460909
127007,113,KAHAYAGAN PS,SCHOOL WITH NO ANNEXES,REGION X,LANAO DEL NORTE,2ND,LANAO DEL NORTE,KAPATAGAN,KAPATAGAN WEST,KAHAYAGAN,122,1,RED,GPS UNIT - SMU (2011-12),1,1,COOL COLOR ZONE,24449.64869,19.0266208,1086017,6.389119949
127073,114,LALA PROPER ES,SCHOOL WITH NO ANNEXES,REGION X,LANAO DEL NORTE,2ND,LANAO DEL NORTE,LALA,LALA NORTH,LALA PROPER,719,23,BLUE,GPS UNIT - SMU (2011-12),1,1,COOL COLOR ZONE,24449.64869,19.0266208,1086017,6.389119949
127008,115,LA LIBERTAD ES,SCHOOL WITH NO ANNEXES,REGION X,LANAO DEL NORTE,2ND,LANAO DEL NORTE,KAPATAGAN,KAPATAGAN WEST,LA LIBERTAD,156,3,GOLD,GPS UNIT - SMU (2011-12),1,1,HOT COLOR ZONE,24449.64869,19.0266208,1086017,6.389119949
108219,116,DR. M. Z. BATISTA MES,SCHOOL WITH NO ANNEXES,REGION IVA,LAGUNA,1ST,LAGUNA,CITY OF BINAN,BINAN,SAN JOSE,1147,18,RED,GPS UNIT - SMU (2011-12),1,1,COOL COLOR ZONE,23688.11197,2.701803037,3382193,11.60460909
129225,117,SAN LUIS ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,1ST,DAVAO ORIENTAL,CARAGA,CARAGA NORTH,SAN LUIS,324,9,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
304339,118,TARRAGONA NHS,MOTHER SCHOOL,REGION XI,DAVAO ORIENTAL,1ST,DAVAO ORIENTAL,TARRAGONA,TARRAGONA,CENTRAL,909,13,RED,GPS PINNING (2012),1,1,HOT COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
304306,119,CALAPAGAN NHS,MOTHER SCHOOL,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,LUPON,LUPON EAST,CALAPAGAN,259,8,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
128553,120,P. FUENTES ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,PANTUKAN,PANTUKAN,FUENTES,186,7,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
128556,121,PIASUSUAN ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,PANTUKAN,PANTUKAN,NAPNAPAN,68,3,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
129389,122,BGR EXECUTIVE ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,CITY OF MATI,MATI NORTH,DAHICAN,457,12,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
128546,123,LAS ARENAS ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,PANTUKAN,PANTUKAN,LAS ARENAS,183,6,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
304328,124,DAVAO ORIENTAL REGIONAL SCIENCE HIGH SCHOOL,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,CITY OF MATI,MATI NORTH,DAHICAN,324,9,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
129382,125,MAYOR LUISITO G. RABAT MEMORIAL SCHOOL,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,CITY OF MATI,MATI CENTRAL,CENTRAL,1899,41,YELLOW,GPS PINNING (2012),1,1,HOT COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
205504,126,RABAT-ROCAMORA MATI CENTRAL SPED SCH.,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,CITY OF MATI,MATI CENTRAL,CENTRAL,756,18,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
129377,127,BLISS ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,CITY OF MATI,MATI CENTRAL,SAINZ,540,14,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
128396,128,PALOC ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,1ST,COMPOSTELA VALLEY,MARAGUSAN SAN MARIANO,MARAGUSAN,PALOC,318,11,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
128393,129,NEW MANAY ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,1ST,COMPOSTELA VALLEY,MARAGUSAN SAN MARIANO,MARAGUSAN,NEW MANAY,111,7,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
129383,130,MAYOR SANTIAGO GARCIA MEMORIAL SCHOOL,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,CITY OF MATI,MATI CENTRAL,CENTRAL,1080,31,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
129407,131,TAMISAN ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,CITY OF MATI,MATI NORTH,TAMISAN,309,10,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
316105,132,PANIQUIAN NHS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,BANAYBANAY,BANAYBANAY,PANIQUIAN,262,6,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
129425,133,BATOBATO CES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,SAN ISIDRO,SAN ISIDRO NORTH,BATOBATO,1196,32,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
128543,134,GUMAYAN ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,PANTUKAN,PANTUKAN,KINGKING,217,4,GOLD,GPS PINNING (2012),1,1,HOT COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
128564,135,TUGOP ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,PANTUKAN,PANTUKAN,KINGKING,229,5,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
128532,136,ARAIBO ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,PANTUKAN,PANTUKAN,ARAIBO,395,9,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
304321,137,LUPON NCHS (LUPON VOC'L. HS - ANNEX B),SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,LUPON,LUPON WEST,ILANGAY,862,13,RED,GPS PINNING (2012),1,1,HOT COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
316106,138,DON MARIANO MARCOS NHS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,LUPON,LUPON EAST,DON MARIANO MARCOS,251,4,RED,GPS PINNING (2012),1,1,COOL COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
129286,139,SIGABOY CES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO ORIENTAL,2ND,DAVAO ORIENTAL,GOVERNOR GENEROSO,GOV GENEROSO NORTH,POBLACION,951,20,YELLOW,GPS PINNING (2012),1,1,HOT COLOR ZONE,26346.86268,27.70808956,576343,9.211837214
128602,140,COGON ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,2ND,ISLAND GARDEN CITY OF SAMAL,ISLAND GARDEN CITY OF SAMAL,BABAK,COGON,540,11,YELLOW,GPS PINNING (2012),1,1,HOT COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
128692,141,LINOSOTAN ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,2ND,ISLAND GARDEN CITY OF SAMAL,ISLAND GARDEN CITY OF SAMAL,KAPUTIAN,LINOSOTAN,161,5,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
304192,142,MABINI NHS,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,MABINI DONA ALICIA,MABINI,CUAMBOG,973,21,YELLOW,GPS PINNING (2012),1,1,COOL COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
128353,143,MACO CES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,MACO,MACO NORTH,BINUANGAN,1112,30,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
304193,144,MACO NHS,MOTHER SCHOOL,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,MACO,MACO NORTH,BINUANGAN,2456,51,YELLOW,GPS PINNING (2012),1,1,HOT COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
304261,145,TAGUM NATIONAL TRADE SSCHOOL,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,TAGUM CITY,CITY OF TAGUM,TAGUM CITY CENTRAL,APOKON,1669,43,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
129002,146,MANA CES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA SOUTH,MANA,642,17,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128977,147,MALITA CES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA NORTH,POBLACION,1460,29,YELLOW,GPS PINNING (2012),1,1,HOT COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128847,148,MABUHAY ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,DON MARCELINO,DON MARCELINO,MABUHAY,413,5,RED,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128980,149,NAWAN PS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA NORTH,PANGIAN,162,3,GOLD,GPS PINNING (2012),1,1,HOT COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
205025,150,KANGKO PS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA NORTH,DEMOLOC,261,0,BLACK,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
304271,151,DEMOLOK VALLEY NHS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA NORTH,DEMOLOK,357,4,RED,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128967,152,FELIS PS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA NORTH,FELIS,160,3,GOLD,GPS PINNING (2012),1,1,HOT COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128850,153,JOSE VILLANUEVA ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,DON MARCELINO,DON MARCELINO,NUEVA VILLA,400,6,RED,GPS PINNING (2012),1,1,HOT COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128844,154,WILLIAM JOYCE ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,DON MARCELINO,DON MARCELINO,LAPUAN,489,10,YELLOW,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
304287,155,MARIANO PERALTA NHS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA NORTH,POBLACION,2476,37,RED,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128998,156,LENNA ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA SOUTH,LITTLE BAGUIO,199,2,RED,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128993,157,KIBALATONG PS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA SOUTH,KIVALATONG,218,5,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128972,158,KILALAG ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA NORTH,KILALAG,558,7,RED,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128966,159,DOMINGO BAUTISTA SR. PS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA NORTH,AGDAO TUBALAN,190,2,RED,GPS PINNING (2012),1,1,HOT COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128984,160,JULIAN M. TURADO ELEM. SCHOOL,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA NORTH,DEMOLOC,561,11,GOLD,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
205029,161,SITIO GUISOK-BEAM PS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA NORTH,DEMOLOC,51,2,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128853,162,TADOR & MASAGLANG ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,DON MARCELINO,DON MARCELINO,KIOBOG,492,7,RED,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
205028,163,KIBATANG PS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,DON MARCELINO,DON MARCELINO,DALUPAN,205,4,GOLD,GPS PINNING (2012),1,1,HOT COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
128964,164,MARIANO CALUNGSOD REGIS ES (BOLILA ES),SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,MALITA,MALITA NORTH,TIMOG BOLILA,334,9,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
304266,165,BASIAWAN NHS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,SANTA MARIA,STA MARIA EAST,BASIAWAN,511,13,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
129111,166,JOSE TIMBOL SR. CES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL SUR,2ND,DAVAO DEL SUR,SANTA MARIA,STA MARIA WEST,POBLACION,1592,34,YELLOW,GPS PINNING (2012),1,1,COOL COLOR ZONE,25807.18422,8.120384632,2774589,9.211837214
304205,167,NABUNTURAN NCHS,MOTHER SCHOOL,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,NABUNTURAN,NABUNTURAN WEST,POBLACION,2943,75,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
304225,168,TAGUM CITY NATIONAL COMPREHENSIVE HIGH SCHOOL,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,TAGUM CITY,CITY OF TAGUM,TAGUM CITY NORTH,MANKILAM,2741,43,RED,GPS PINNING (2012),1,1,COOL COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
128421,169,TAN-AWAN ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,MAWAB,MAWAB,MALINAWON,58,3,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
304261,170,TAGUM NATIONAL TRADE SSCHOOL,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,TAGUM CITY,CITY OF TAGUM,TAGUM CITY CENTRAL,APOKON,1669,43,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
128768,171,APOKON ELEMENTARY SCHOOL,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,TAGUM CITY,CITY OF TAGUM,TAGUM CITY CENTRAL,APOKON,1600,28,RED,GPS PINNING (2012),1,1,HOT COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
128795,172,MANGGA ELEMENTARY SCHOOL,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,TAGUM CITY,CITY OF TAGUM,TAGUM CITY SOUTH,VISAYAN VILLAGE,1899,30,RED,GPS PINNING (2012),1,1,HOT COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
128419,173,SAWANGAN ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,MAWAB,MAWAB,SAWANGAN,244,7,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
128408,174,GUISOK PS,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,MAWAB,MAWAB,GUISOK POBLACION,44,3,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
204008,175,LOWER PANANSALAN PS,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,1ST,COMPOSTELA VALLEY,COMPOSTELA,COMPOSTELA,PANANSALAN,44,2,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
204014,176,TUGUNAN ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,2ND,COMPOSTELA VALLEY,NABUNTURAN,NABUNTURAN EAST,KATIPUNAN,45,1,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
128465,177,DAUMAN ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,1ST,COMPOSTELA VALLEY,MONTEVISTA,MONTEVISTA,DAUMAN,221,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
304176,178,BABAG NHS,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,1ST,COMPOSTELA VALLEY,MONKAYO,MONCAYO,BABAG,524,10,GOLD,GPS PINNING (2012),1,1,COOL COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
128452,179,SAN JOSE ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,1ST,COMPOSTELA VALLEY,MONKAYO,MONCAYO,SAN JOSE,201,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
128450,180,SAMUAG ES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,1ST,COMPOSTELA VALLEY,MONKAYO,MONCAYO,SALVACION,402,12,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
128439,181,MONCAYO CES,SCHOOL WITH NO ANNEXES,REGION XI,COMPOSTELA VALLEY,1ST,COMPOSTELA VALLEY,MONKAYO,MONCAYO,POBLACION,2301,65,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25866.62584,18.58691634,767547,9.211837214
128785,182,UNION ELEMENTARY SCHOOL,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,TAGUM CITY,CITY OF TAGUM,TAGUM CITY NORTH,MANKILAM,1435,23,RED,GPS PINNING (2012),1,1,COOL COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
128772,183,RIZAL I ELEMENTARY SCHOOL,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,TAGUM CITY,CITY OF TAGUM,TAGUM CITY CENTRAL,MAGUGPO SOUTH,1663,34,YELLOW,GPS PINNING (2012),1,1,COOL COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
128713,184,NEW BOHOL ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,DAVAO DEL NORTE,NEW CORELLA,NEW CORELLA,NEW BOHOL,258,7,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
128700,185,CABIDIANAN ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,DAVAO DEL NORTE,NEW CORELLA,NEW CORELLA,CABIDIANAN,243,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
204502,186,MANGUANGAN ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,DAVAO DEL NORTE,NEW CORELLA,NEW CORELLA,MAMBING,139,5,BLUE,GPS PINNING (2012),1,1,HOT COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
128706,187,GUADALUPE ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,DAVAO DEL NORTE,NEW CORELLA,NEW CORELLA,LIMBAAN,174,4,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
128707,188,KAUSWAGAN PS,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,DAVAO DEL NORTE,NEW CORELLA,NEW CORELLA,LIMBAAN,89,2,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
128719,189,SAN ROQUE ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,DAVAO DEL NORTE,NEW CORELLA,NEW CORELLA,SAN ROQUE,527,11,YELLOW,GPS PINNING (2012),1,1,COOL COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
128704,190,EL SALVADOR ES,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,DAVAO DEL NORTE,NEW CORELLA,NEW CORELLA,EL SALVADOR,184,4,YELLOW,GPS PINNING (2012),1,1,HOT COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
317921,192,WAKAT ISS,SCHOOL WITH NO ANNEXES,CARAGA,SURIGAO DEL SUR,2ND,SURIGAO DEL SUR,BAROBO,BAROBO I,WAKAT,169,0,BLACK,GPS PINNING (2012),1,1,HOT COLOR ZONE,24873.19929,19.19557602,642255,7.608915637
128777,193,LA FILIPINA ELEMENTARY SCHOOL,SCHOOL WITH NO ANNEXES,REGION XI,DAVAO DEL NORTE,1ST,TAGUM CITY,CITY OF TAGUM,TAGUM CITY NORTH,LA FILIPINA,1265,20,RED,GPS PINNING (2012),1,1,HOT COLOR ZONE,27033.51073,10.26187838,1125057,9.211837214
